"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country"
"18","Private","243313","HS-grad","9","Never-married","Sales","Own-child","White","Female","0","0","40","United-States"
"43","Self-emp-not-inc","27242","Some-college","10","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","50","United-States"
"34","Private","205733","HS-grad","9","Never-married","Adm-clerical","Not-in-family","White","Female","0","0","40","United-States"
"43","Self-emp-not-inc","187778","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","20","United-States"
"37","Self-emp-not-inc","138940","11th","7","Never-married","Farming-fishing","Own-child","White","Male","0","0","37","United-States"
"34","Private","221396","Some-college","10","Married-civ-spouse","Adm-clerical","Husband","White","Male","0","0","40","United-States"
"34","Private","159008","Assoc-voc","11","Married-civ-spouse","Prof-specialty","Wife","White","Female","0","0","36","United-States"
"35","Federal-gov","475324","Bachelors","13","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","40","United-States"
"50","Local-gov","120521","Some-college","10","Married-civ-spouse","Exec-managerial","Husband","Amer-Indian-Eskimo","Male","0","0","50","United-States"
"21","Private","538822","HS-grad","9","Never-married","Other-service","Other-relative","White","Male","0","0","40","Mexico"
"17","Local-gov","99568","10th","6","Never-married","Prof-specialty","Own-child","White","Female","0","0","10","United-States"
"41","Private","178431","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male","0","0","40","Taiwan"
"66","Private","101607","HS-grad","9","Divorced","Machine-op-inspct","Not-in-family","White","Male","0","0","10","United-States"
"60","Local-gov","124987","Bachelors","13","Married-civ-spouse","Prof-specialty","Husband","White","Male","7298","0","40","United-States"
"60","Self-emp-not-inc","143932","Masters","14","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","40","United-States"
"36","Self-emp-not-inc","175769","Prof-school","15","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","60","United-States"
"46","Private","184632","Assoc-voc","11","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","50","United-States"
"48","Self-emp-inc","196689","Bachelors","13","Married-civ-spouse","Sales","Husband","White","Male","0","0","40","United-States"
"35","Private","411395","Some-college","10","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","36","United-States"
"23","Private","334357","HS-grad","9","Never-married","Adm-clerical","Own-child","Black","Female","0","0","40","United-States"
"40","Private","240698","Bachelors","13","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","50","United-States"
"36","Private","172706","HS-grad","9","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","0","0","40","United-States"
"23","Private","237720","Bachelors","13","Never-married","Prof-specialty","Not-in-family","White","Male","0","0","38","United-States"
"61","Private","180632","HS-grad","9","Married-civ-spouse","Sales","Husband","White","Male","0","0","40","United-States"
"33","Private","356823","Bachelors","13","Never-married","Prof-specialty","Not-in-family","White","Female","10520","0","45","United-States"
"42","Private","208068","Bachelors","13","Married-civ-spouse","Adm-clerical","Husband","Other","Male","7298","0","40","Mexico"
"45","Private","135044","HS-grad","9","Divorced","Machine-op-inspct","Not-in-family","White","Female","0","0","40","United-States"
"57","State-gov","222792","Some-college","10","Married-civ-spouse","Adm-clerical","Wife","White","Female","0","0","40","United-States"
"23","Private","283796","12th","8","Never-married","Machine-op-inspct","Other-relative","White","Male","0","0","30","Mexico"
"33","Private","155343","HS-grad","9","Married-civ-spouse","Sales","Husband","White","Male","3103","0","40","United-States"
"22","Self-emp-not-inc","199011","HS-grad","9","Never-married","Craft-repair","Other-relative","White","Male","0","0","20","United-States"
"29","Private","116531","Masters","14","Never-married","Prof-specialty","Not-in-family","White","Female","0","0","40","United-States"
"28","Private","34532","Bachelors","13","Never-married","Tech-support","Not-in-family","Black","Male","0","0","30","Jamaica"
"34","Private","306215","Assoc-voc","11","Never-married","Handlers-cleaners","Not-in-family","Black","Male","0","0","40","United-States"
"30","Private","185027","Bachelors","13","Married-civ-spouse","Prof-specialty","Husband","White","Male","0","0","40","United-States"
"39","Federal-gov","209609","HS-grad","9","Married-civ-spouse","Adm-clerical","Husband","White","Male","0","0","50","United-States"
"62","Self-emp-not-inc","82388","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","White","Male","10566","0","40","United-States"
"36","Federal-gov","212465","Bachelors","13","Married-civ-spouse","Adm-clerical","Husband","White","Male","0","0","40","United-States"
"57","Self-emp-not-inc","27385","Bachelors","13","Married-civ-spouse","Sales","Husband","White","Male","0","0","10","United-States"
"26","Private","77698","Some-college","10","Married-civ-spouse","Prof-specialty","Wife","Asian-Pac-Islander","Female","0","0","40","United-States"
"29","Private","103111","HS-grad","9","Never-married","Other-service","Own-child","White","Male","0","0","30","Canada"
"40","Self-emp-not-inc","98985","HS-grad","9","Divorced","Exec-managerial","Not-in-family","Black","Male","0","0","50","United-States"
"52","Self-emp-inc","132178","Bachelors","13","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","50","United-States"
"40","Federal-gov","26358","Assoc-acdm","12","Never-married","Adm-clerical","Not-in-family","White","Female","0","0","40","United-States"
"39","Local-gov","249392","Masters","14","Married-civ-spouse","Prof-specialty","Husband","White","Male","0","0","72","United-States"
"58","Self-emp-not-inc","140729","Bachelors","13","Married-civ-spouse","Farming-fishing","Husband","White","Male","0","0","35","United-States"
"31","Self-emp-inc","256362","Bachelors","13","Married-civ-spouse","Sales","Husband","White","Male","3908","0","50","United-States"
"40","Private","175398","Assoc-voc","11","Divorced","Prof-specialty","Not-in-family","White","Female","0","0","20","United-States"
"60","Private","355865","Masters","14","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","50","United-States"
"62","Private","128092","HS-grad","9","Widowed","Adm-clerical","Not-in-family","White","Female","0","0","32","United-States"
"35","Private","189922","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","40","United-States"
"21","Private","226145","Some-college","10","Never-married","Handlers-cleaners","Own-child","White","Male","0","0","30","United-States"
"26","Private","229523","HS-grad","9","Married-civ-spouse","Machine-op-inspct","Wife","White","Female","0","0","56","United-States"
"28","Private","116531","HS-grad","9","Never-married","Adm-clerical","Not-in-family","White","Female","0","0","40","United-States"
"23","Private","138892","HS-grad","9","Never-married","Machine-op-inspct","Own-child","Black","Male","0","0","40","United-States"
"46","Private","174209","HS-grad","9","Divorced","Exec-managerial","Not-in-family","White","Male","0","0","45","United-States"
"36","Private","126954","HS-grad","9","Divorced","Transport-moving","Not-in-family","White","Male","0","0","40","United-States"
"31","Private","208881","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","50","United-States"
"56","Private","271795","11th","7","Divorced","Craft-repair","Not-in-family","White","Male","0","0","49","United-States"
"62","Private","232308","Bachelors","13","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","40","United-States"
"32","Private","100837","HS-grad","9","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","0","2002","66","United-States"
"33","Self-emp-inc","184245","HS-grad","9","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","50","Mexico"
"30","Private","19847","Some-college","10","Divorced","Tech-support","Own-child","White","Female","0","0","40","United-States"
"34","Private","202498","12th","8","Married-civ-spouse","Other-service","Husband","White","Male","0","0","40","Dominican-Republic"
"66","Local-gov","179285","HS-grad","9","Married-civ-spouse","Exec-managerial","Husband","White","Male","3432","0","20","United-States"
"58","Private","56392","Some-college","10","Married-civ-spouse","Sales","Husband","White","Male","0","0","40","United-States"
"25","Private","511331","Bachelors","13","Never-married","Sales","Not-in-family","White","Male","0","0","38","United-States"
"18","Private","238401","Some-college","10","Never-married","Sales","Own-child","White","Female","0","0","25","United-States"
"26","Private","189590","Bachelors","13","Never-married","Exec-managerial","Not-in-family","White","Male","0","0","40","United-States"
"40","Private","55395","Assoc-voc","11","Married-civ-spouse","Prof-specialty","Husband","White","Male","0","0","40","United-States"
"31","Self-emp-inc","49923","HS-grad","9","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","40","United-States"
"46","Self-emp-not-inc","115971","9th","5","Married-civ-spouse","Sales","Husband","White","Male","0","0","40","United-States"
"64","Local-gov","189634","Some-college","10","Widowed","Exec-managerial","Not-in-family","White","Male","0","0","50","United-States"
"37","State-gov","354929","Assoc-acdm","12","Divorced","Protective-serv","Not-in-family","Black","Male","0","0","38","United-States"
"46","Self-emp-not-inc","102388","Assoc-acdm","12","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","60","United-States"
"40","Private","409902","HS-grad","9","Never-married","Machine-op-inspct","Own-child","Black","Female","0","0","40","United-States"
"41","Self-emp-not-inc","120539","Some-college","10","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","3103","0","40","United-States"
"30","Private","329425","Some-college","10","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","0","0","40","United-States"
"30","Private","77634","HS-grad","9","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","40","United-States"
"22","Private","276133","HS-grad","9","Never-married","Farming-fishing","Not-in-family","White","Male","0","0","50","United-States"
"69","State-gov","50468","Prof-school","15","Married-civ-spouse","Adm-clerical","Husband","White","Male","0","0","34","United-States"
"38","Self-emp-inc","282951","Some-college","10","Divorced","Prof-specialty","Not-in-family","White","Male","0","0","40","United-States"
"17","Private","225211","9th","5","Never-married","Other-service","Own-child","Black","Male","0","0","35","United-States"
"22","Private","224969","HS-grad","9","Never-married","Adm-clerical","Own-child","White","Male","0","0","40","United-States"
"56","Federal-gov","208791","Bachelors","13","Married-civ-spouse","Exec-managerial","Husband","Black","Male","0","0","50","United-States"
"21","Self-emp-inc","95997","Some-college","10","Never-married","Farming-fishing","Own-child","White","Male","0","0","60","United-States"
"42","Private","34218","Prof-school","15","Divorced","Prof-specialty","Not-in-family","White","Male","99999","0","80","United-States"
"36","Private","215373","Bachelors","13","Never-married","Exec-managerial","Not-in-family","White","Male","0","0","70","United-States"
"36","Self-emp-not-inc","48585","Some-college","10","Married-civ-spouse","Prof-specialty","Wife","White","Female","0","0","4","United-States"
"44","Private","197389","HS-grad","9","Married-spouse-absent","Machine-op-inspct","Unmarried","White","Female","0","0","40","United-States"
"33","Private","594187","Masters","14","Married-civ-spouse","Prof-specialty","Husband","White","Male","0","0","45","United-States"
"36","Self-emp-not-inc","321274","Bachelors","13","Married-civ-spouse","Farming-fishing","Husband","White","Male","0","0","50","United-States"
"58","Self-emp-inc","229116","Prof-school","15","Divorced","Prof-specialty","Not-in-family","White","Male","0","0","70","United-States"
"33","Private","204577","HS-grad","9","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","0","0","40","United-States"
"48","Private","180695","Some-college","10","Divorced","Exec-managerial","Not-in-family","White","Female","0","0","38","United-States"
"24","Local-gov","176178","Assoc-acdm","12","Never-married","Prof-specialty","Own-child","White","Female","0","0","2","United-States"
"30","Private","361742","Some-college","10","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","50","United-States"
"52","Self-emp-not-inc","195462","HS-grad","9","Married-civ-spouse","Farming-fishing","Husband","White","Male","0","0","98","United-States"
"25","Local-gov","348986","HS-grad","9","Never-married","Handlers-cleaners","Other-relative","Black","Male","0","0","40","United-States"
"17","Private","81010","11th","7","Never-married","Sales","Own-child","White","Female","0","0","20","United-States"
"42","Private","55854","Bachelors","13","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","40","United-States"
"45","Self-emp-inc","204205","Some-college","10","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","50","United-States"
"39","Private","86643","Bachelors","13","Divorced","Exec-managerial","Not-in-family","White","Male","27828","0","55","United-States"
"40","State-gov","184018","Assoc-voc","11","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","0","0","38","United-States"
"48","Private","148254","HS-grad","9","Married-civ-spouse","Handlers-cleaners","Wife","White","Female","0","0","16","United-States"
"47","Self-emp-not-inc","148169","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","40","United-States"
"45","Private","267967","Bachelors","13","Married-civ-spouse","Prof-specialty","Husband","White","Male","0","0","45","United-States"
"49","Private","139268","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","White","Male","7298","0","40","United-States"
"30","Private","232356","Bachelors","13","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","40","United-States"
"31","Private","100333","11th","7","Never-married","Machine-op-inspct","Not-in-family","White","Female","0","0","36","United-States"
"30","Local-gov","183000","Masters","14","Married-civ-spouse","Prof-specialty","Husband","White","Male","0","0","45","United-States"
"39","Private","680390","HS-grad","9","Separated","Machine-op-inspct","Unmarried","White","Female","0","0","24","United-States"
"48","State-gov","241854","Masters","14","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","55","United-States"
"33","Self-emp-inc","96245","HS-grad","9","Married-civ-spouse","Sales","Husband","White","Male","0","0","99","United-States"
"25","Private","215384","11th","7","Never-married","Other-service","Not-in-family","White","Male","0","0","40","United-States"
"52","Private","118025","Bachelors","13","Married-civ-spouse","Exec-managerial","Husband","White","Male","99999","0","50","United-States"
"21","Private","67244","HS-grad","9","Never-married","Sales","Unmarried","White","Female","0","0","40","United-States"
"24","Private","174043","Bachelors","13","Never-married","Other-service","Not-in-family","White","Male","0","0","40","United-States"
"53","Private","155963","Bachelors","13","Married-civ-spouse","Sales","Husband","White","Male","0","0","30","United-States"
"34","Private","198265","Some-college","10","Married-civ-spouse","Tech-support","Husband","White","Male","3103","0","40","United-States"
"38","Private","175360","10th","6","Never-married","Prof-specialty","Not-in-family","White","Male","0","2559","90","United-States"
"22","Private","64292","Some-college","10","Never-married","Prof-specialty","Own-child","White","Female","2176","0","25","United-States"
"38","Self-emp-not-inc","30916","Assoc-acdm","12","Married-civ-spouse","Sales","Husband","White","Male","0","0","60","United-States"
"63","Private","318763","Some-college","10","Divorced","Craft-repair","Unmarried","White","Male","0","0","22","United-States"
"44","Private","184527","Bachelors","13","Divorced","Exec-managerial","Unmarried","White","Female","4934","0","45","United-States"
"37","Private","77820","Bachelors","13","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","50","United-States"
"31","Private","303851","HS-grad","9","Married-civ-spouse","Transport-moving","Husband","White","Male","0","0","50","United-States"
"38","Private","186959","Bachelors","13","Married-civ-spouse","Prof-specialty","Husband","White","Male","0","0","50","United-States"
"48","Private","178313","HS-grad","9","Married-civ-spouse","Sales","Husband","White","Male","0","0","60","United-States"
"19","Private","245408","HS-grad","9","Never-married","Adm-clerical","Own-child","White","Female","0","0","20","United-States"
"24","Private","236907","HS-grad","9","Married-civ-spouse","Farming-fishing","Husband","White","Male","0","0","55","United-States"
"29","Private","53271","Bachelors","13","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","40","United-States"
"45","Self-emp-not-inc","123681","Prof-school","15","Married-civ-spouse","Prof-specialty","Husband","White","Male","0","0","40","United-States"
"73","Private","26248","7th-8th","4","Married-civ-spouse","Sales","Husband","White","Male","0","0","30","United-States"
"40","Private","33331","Some-college","10","Married-civ-spouse","Transport-moving","Husband","White","Male","0","0","50","United-States"
"56","Local-gov","571017","Some-college","10","Married-civ-spouse","Adm-clerical","Wife","White","Female","0","0","15","United-States"
"37","Private","35309","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","40","United-States"
"37","Private","269329","Assoc-voc","11","Divorced","Prof-specialty","Not-in-family","White","Female","8614","0","45","United-States"
"32","Private","218322","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","40","United-States"
"37","Private","34146","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","68","United-States"
"25","Private","178478","Bachelors","13","Never-married","Adm-clerical","Own-child","White","Female","0","0","40","United-States"
"26","Private","366219","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","Black","Male","0","1848","60","United-States"
"26","Private","222637","10th","6","Never-married","Craft-repair","Not-in-family","White","Male","0","0","55","Puerto-Rico"
"26","Self-emp-not-inc","334267","Some-college","10","Never-married","Farming-fishing","Not-in-family","White","Male","0","0","40","United-States"
"28","Self-emp-not-inc","149324","Some-college","10","Married-civ-spouse","Prof-specialty","Husband","White","Male","0","0","7","United-States"
"21","Private","200089","1st-4th","2","Married-civ-spouse","Other-service","Other-relative","White","Male","0","0","40","England"
"31","Private","113129","HS-grad","9","Married-civ-spouse","Sales","Husband","White","Male","0","0","40","United-States"
"52","Private","74275","Some-college","10","Married-civ-spouse","Sales","Husband","White","Male","7298","0","45","United-States"
"34","Private","174789","Some-college","10","Married-civ-spouse","Other-service","Husband","White","Male","0","0","50","United-States"
"50","Local-gov","145879","Masters","14","Married-civ-spouse","Prof-specialty","Husband","White","Male","7688","0","40","United-States"
"43","Self-emp-not-inc","343061","7th-8th","4","Married-civ-spouse","Farming-fishing","Husband","White","Male","4508","0","40","Cuba"
"25","Federal-gov","50053","Bachelors","13","Never-married","Tech-support","Not-in-family","White","Male","0","0","45","United-States"
"21","Private","282484","Some-college","10","Never-married","Other-service","Own-child","White","Female","0","0","40","United-States"
"23","Private","123586","Some-college","10","Never-married","Adm-clerical","Own-child","Other","Male","0","0","25","United-States"
"30","Local-gov","326104","HS-grad","9","Married-civ-spouse","Protective-serv","Husband","White","Male","0","0","40","United-States"
"73","Private","187334","Some-college","10","Married-civ-spouse","Protective-serv","Husband","White","Male","0","0","40","United-States"
"26","Private","379246","Some-college","10","Never-married","Other-service","Not-in-family","White","Female","0","0","40","United-States"
"29","Private","228860","Some-college","10","Married-civ-spouse","Other-service","Husband","White","Male","0","0","35","United-States"
"37","Self-emp-not-inc","126675","HS-grad","9","Married-civ-spouse","Farming-fishing","Husband","White","Male","0","0","60","United-States"
"31","Private","123430","11th","7","Married-civ-spouse","Farming-fishing","Husband","White","Male","0","0","65","Mexico"
"18","Private","129053","11th","7","Never-married","Other-service","Own-child","White","Male","0","0","28","United-States"
"52","Self-emp-not-inc","240013","Masters","14","Married-civ-spouse","Sales","Husband","White","Male","0","0","70","United-States"
"17","Private","285169","11th","7","Never-married","Priv-house-serv","Own-child","White","Female","0","0","40","United-States"
"44","Local-gov","177937","Doctorate","16","Married-civ-spouse","Prof-specialty","Husband","White","Male","0","0","36","United-States"
"25","Private","252803","HS-grad","9","Never-married","Other-service","Unmarried","Black","Female","0","0","40","United-States"
"34","Private","107793","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","40","Germany"
"25","Private","55360","HS-grad","9","Never-married","Adm-clerical","Unmarried","Black","Male","0","0","40","United-States"
"47","Self-emp-not-inc","77102","Masters","14","Divorced","Prof-specialty","Not-in-family","White","Male","0","0","40","United-States"
"45","Self-emp-not-inc","328051","Masters","14","Never-married","Prof-specialty","Not-in-family","White","Female","0","0","60","United-States"
"40","Private","171234","Assoc-voc","11","Never-married","Prof-specialty","Unmarried","White","Female","0","0","24","United-States"
"35","Private","77146","Assoc-voc","11","Divorced","Exec-managerial","Not-in-family","White","Male","0","0","45","United-States"
"58","Self-emp-not-inc","141165","HS-grad","9","Married-civ-spouse","Farming-fishing","Husband","White","Male","0","0","50","United-States"
"47","Private","137354","Some-college","10","Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male","0","0","40","United-States"
"21","Private","304949","Some-college","10","Never-married","Prof-specialty","Own-child","White","Female","0","0","10","United-States"
"18","Private","187221","HS-grad","9","Never-married","Other-service","Other-relative","White","Female","0","0","12","El-Salvador"
"24","Private","188925","Assoc-voc","11","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","0","0","40","United-States"
"36","Private","220511","Some-college","10","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","40","United-States"
"53","Private","117496","9th","5","Divorced","Other-service","Not-in-family","White","Female","0","0","36","Canada"
"32","Private","42485","HS-grad","9","Divorced","Craft-repair","Unmarried","White","Male","0","0","40","United-States"
"53","Private","117674","Some-college","10","Married-civ-spouse","Craft-repair","Husband","White","Male","7298","0","40","United-States"
"31","Private","63861","HS-grad","9","Divorced","Sales","Not-in-family","White","Female","0","0","34","United-States"
"55","Private","76860","HS-grad","9","Married-civ-spouse","Other-service","Other-relative","Asian-Pac-Islander","Male","0","0","40","Philippines"
"28","Private","54042","Assoc-voc","11","Never-married","Other-service","Not-in-family","White","Female","2463","0","35","United-States"
"41","Private","97632","Some-college","10","Divorced","Sales","Not-in-family","Asian-Pac-Islander","Female","0","0","32","United-States"
"52","Private","125932","7th-8th","4","Widowed","Other-service","Not-in-family","White","Female","0","0","40","United-States"
"24","Private","154571","Some-college","10","Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Male","0","0","20","United-States"
"41","Private","170685","Some-college","10","Divorced","Sales","Unmarried","White","Male","0","0","46","United-States"
"42","Private","32016","Assoc-voc","11","Married-civ-spouse","Tech-support","Husband","White","Male","7298","0","40","United-States"
"59","Self-emp-inc","132559","Doctorate","16","Married-civ-spouse","Craft-repair","Husband","White","Male","0","1977","55","United-States"
"34","Private","195748","Assoc-acdm","12","Never-married","Adm-clerical","Own-child","Black","Female","0","0","38","United-States"
"40","Private","310101","Some-college","10","Separated","Sales","Not-in-family","Amer-Indian-Eskimo","Female","0","0","40","United-States"
"24","Private","170277","HS-grad","9","Never-married","Other-service","Not-in-family","White","Female","0","0","35","United-States"
"51","Self-emp-not-inc","120781","Prof-school","15","Married-civ-spouse","Prof-specialty","Husband","Other","Male","99999","0","70","India"
"63","Private","271075","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","29","United-States"
"47","Private","243904","HS-grad","9","Divorced","Adm-clerical","Unmarried","White","Male","0","0","40","Honduras"
"31","Private","201122","Some-college","10","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","40","United-States"
"30","Private","203488","HS-grad","9","Never-married","Craft-repair","Own-child","White","Male","0","0","50","United-States"
"38","Private","123833","Some-college","10","Never-married","Other-service","Not-in-family","White","Male","0","1408","40","United-States"
"31","Private","118901","Bachelors","13","Divorced","Adm-clerical","Unmarried","White","Female","0","0","45","United-States"
"24","Private","51973","Bachelors","13","Never-married","Prof-specialty","Own-child","White","Female","0","0","20","United-States"
"54","Private","194580","Assoc-voc","11","Married-civ-spouse","Sales","Husband","White","Male","0","0","50","United-States"
"19","Private","188618","HS-grad","9","Never-married","Adm-clerical","Own-child","White","Female","0","0","24","United-States"
"53","Private","79324","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","40","United-States"
"30","Private","43953","HS-grad","9","Never-married","Adm-clerical","Other-relative","White","Female","0","1974","40","United-States"
"61","Self-emp-not-inc","221884","Some-college","10","Married-civ-spouse","Adm-clerical","Husband","White","Male","0","0","50","United-States"
"25","Private","169679","HS-grad","9","Married-civ-spouse","Transport-moving","Husband","White","Male","0","0","40","United-States"
"26","Private","137658","Some-college","10","Never-married","Adm-clerical","Not-in-family","White","Female","0","0","45","United-States"
"53","Private","81794","12th","8","Married-civ-spouse","Adm-clerical","Wife","White","Female","0","0","40","United-States"
"28","Private","355259","Masters","14","Never-married","Prof-specialty","Not-in-family","White","Female","0","0","40","United-States"
"39","Private","67136","Assoc-voc","11","Separated","Adm-clerical","Not-in-family","Asian-Pac-Islander","Male","0","0","40","United-States"
"73","Self-emp-not-inc","30958","Some-college","10","Married-civ-spouse","Sales","Husband","White","Male","0","0","25","United-States"
"44","Self-emp-inc","229466","Some-college","10","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","50","United-States"
"35","Private","100375","Some-college","10","Married-spouse-absent","Farming-fishing","Own-child","White","Male","0","0","40","United-States"
"64","Self-emp-not-inc","169604","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","30","United-States"
"32","Private","195000","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","40","United-States"
"40","State-gov","177083","Masters","14","Never-married","Exec-managerial","Not-in-family","White","Female","0","0","35","United-States"
"37","Self-emp-not-inc","202683","HS-grad","9","Married-civ-spouse","Prof-specialty","Husband","White","Male","0","0","40","United-States"
"23","Private","185948","HS-grad","9","Never-married","Craft-repair","Unmarried","White","Male","0","0","40","United-States"
"50","Self-emp-inc","175070","Prof-school","15","Married-civ-spouse","Prof-specialty","Husband","White","Male","0","0","45","United-States"
"22","Private","104266","Some-college","10","Never-married","Sales","Own-child","White","Female","0","0","20","United-States"
"17","Federal-gov","29078","11th","7","Never-married","Adm-clerical","Own-child","Amer-Indian-Eskimo","Female","0","0","15","United-States"
"30","Private","206046","HS-grad","9","Married-civ-spouse","Craft-repair","Husband","White","Male","0","1848","40","United-States"
"41","Self-emp-inc","146659","Some-college","10","Divorced","Machine-op-inspct","Not-in-family","White","Female","0","0","40","Honduras"
"22","Private","340217","Some-college","10","Never-married","Sales","Not-in-family","White","Female","0","0","20","United-States"
"56","Private","116143","Bachelors","13","Married-civ-spouse","Adm-clerical","Husband","White","Male","5178","0","44","United-States"
"49","Private","166789","HS-grad","9","Married-civ-spouse","Adm-clerical","Husband","White","Male","0","0","40","United-States"
"36","Private","107737","11th","7","Married-civ-spouse","Craft-repair","Husband","White","Male","0","0","40","Portugal"
"20","State-gov","138371","Some-college","10","Never-married","Farming-fishing","Own-child","White","Male","0","0","32","United-States"
"17","Private","126779","11th","7","Never-married","Other-service","Own-child","Black","Male","0","0","20","United-States"
"31","Self-emp-not-inc","210164","HS-grad","9","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","40","United-States"
"39","Self-emp-not-inc","134475","Bachelors","13","Divorced","Adm-clerical","Not-in-family","White","Male","0","1762","40","United-States"
"31","Private","115963","11th","7","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","0","0","40","United-States"
"39","Private","44041","Assoc-acdm","12","Married-spouse-absent","Adm-clerical","Other-relative","White","Male","0","0","60","United-States"
"48","Private","240231","Bachelors","13","Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male","0","0","40","Japan"
"25","Local-gov","190107","HS-grad","9","Never-married","Farming-fishing","Own-child","White","Male","0","1719","16","United-States"
"40","Self-emp-not-inc","30759","Assoc-voc","11","Married-civ-spouse","Farming-fishing","Husband","White","Male","0","0","60","United-States"
"47","Private","97419","HS-grad","9","Married-civ-spouse","Protective-serv","Wife","Black","Female","0","0","40","United-States"
"47","Private","139701","5th-6th","3","Never-married","Machine-op-inspct","Unmarried","White","Female","0","0","40","Dominican-Republic"
"55","Self-emp-not-inc","271795","HS-grad","9","Married-civ-spouse","Other-service","Husband","White","Male","0","0","40","United-States"
"62","Self-emp-inc","197060","Assoc-voc","11","Married-civ-spouse","Exec-managerial","Husband","White","Male","0","0","50","United-States"
"39","Private","174924","HS-grad","9","Separated","Exec-managerial","Not-in-family","White","Male","14344","0","40","United-States"
"26","Federal-gov","206983","Prof-school","15","Married-civ-spouse","Prof-specialty","Husband","White","Male","0","0","60","Columbia"
"43","Private","303051","Assoc-voc","11","Married-civ-spouse","Exec-managerial","Husband","White","Male","15024","0","40","United-States"
"42","Private","212894","Masters","14","Married-civ-spouse","Prof-specialty","Husband","White","Male","0","0","23","United-States"
"79","Self-emp-inc","97082","12th","8","Widowed","Sales","Not-in-family","White","Male","18481","0","45","United-States"
